"WBIC","lakeChar_Area","lakeChar_Length","lakeChar_MaxDepth","lakeChar_MeanDepth","fishCommunity_Panfish","fishCommunity_Catfish","fishCommunity_Largemouth.Bass","fishCommunity_Musky","fishCommunity_Northern.Pike","fishCommunity_Rainbow.Smelt","fishCommunity_Smallmouth.Bass","fishCommunity_Sturgeon","fishCommunity_Trout","fishCommunity_Walleye","fishCommunity_Cisco","fishingPressure_Landlock","fishingPressure_publicaccess","fishingPressure_accessscore","fishingPressure_mroad_dist","fishingPressure_Road_dist","lakeOrder","riparian_Developed","riparian_Barren","riparian_Forest","riparian_Shrub.Scrub","riparian_Grassland","riparian_Pasture.hay","riparian_CultivatedCrops","riparian_Wetlands","waterQuality_Secchi_satellite","waterQuality_Secchi","waterQuality_Calcium","waterQuality_Conductance","waterQuality_Alkalinity","waterQuality_pH","waterQuality_totalP","waterQuality_Color","waterQuality_Dissolved.OC","waterQuality_MEI","watershed_HUC10","watershed_Developed","watershed_Barren","watershed_Forest","watershed_Shrub.Scrub","watershed_Grassland","watershed_Pasture.hay","watershed_Cultivated","watershed_Wetlands"
5585198,109373.3958,1803.101338,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,394.543152,185.228657,-3,0,0,0.182926829,0,0.304878049,0,0,0.512195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585219,106959.2994,1340.768772,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.976983,5.248706,-2,0.355329949,0,0.035532995,0,0.040609137,0,0.035532995,0.532994924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585220,333380.1897,3713.582967,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.127148,29.418229,-2,0.198198198,0,0.012012012,0,0,0,0,0.78978979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585229,12661.6934,904.989892,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104.685224,3.32478,-2,0.109375,0,0.296875,0,0,0,0.171875,0.421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585231,59160.4275,1792.155661,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.187991,63.552485,2,0.095890411,0,0.123287671,0.023972603,0.119863014,0,0.376712329,0.260273973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585243,58793.18113,1218.338657,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,799.397687,250.281034,-3,0,0,0.076923077,0,0.076923077,0,0.067307692,0.778846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585244,49021.03822,1915.658717,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797.745804,16.241668,-2,0.222222222,0,0.070707071,0,0,0,0.595959596,0.111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585251,53270.93843,1055.783836,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,877.251341,25.274944,-2,0.043010753,0,0,0,0,0,0,0.956989247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585259,116106.5459,3066.84645,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.496719,72.702266,-2,0.011363636,0,0.068181818,0,0,0,0,0.920454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585261,121393.2153,5038.622134,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.003124,46.135435,-2,0.020654045,0,0.025817556,0,0.003442341,0,0.137693632,0.812392427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585262,65756.34545,1860.303004,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.545577,27.941224,-2,0.03125,0,0.083333333,0,0,0,0.395833333,0.489583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585268,23280.25939,614.967887,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.401038,321.142561,-2,0,0,0,0,0.08,0,0,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585273,26467.26416,1194.814942,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1260.760463,182.498997,-2,0,0,0.046511628,0.005813953,0.110465116,0,0,0.837209302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585276,13897.26057,1459.689796,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.244937,1.801968,0,0.29245283,0,0,0,0,0,0.70754717,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585277,51250.55753,1549.21101,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636.710315,11.069054,-2,0.094674556,0,0.017751479,0,0.01183432,0,0,0.875739645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585284,125194.2217,2566.038445,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,802.515448,30.301346,-2,0.107594937,0,0.113924051,0,0,0,0.050632911,0.727848101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585287,15437.96683,1191.397102,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3937.089605,223.345104,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585306,490974.6204,3853.255063,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.719536,0,-2,0.17027417,0,0.031746032,0,0,0,0.118326118,0.67965368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585310,11324.42044,525.086051,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2305.663206,32.323847,-2,0.15625,0,0,0,0,0,0.296875,0.546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585315,10412.45453,697.097428,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124.151278,121.980743,-2,0.033898305,0,0.389830508,0.084745763,0.152542373,0,0,0.338983051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000707,0.040117353,0.00019668,0.580890307,0.072670702,0.092977961,0.001619882,0.026027382,0.185499732
5585329,47517.24014,1245.738656,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5029.019344,13.618969,-2,0.184971098,0,0.057803468,0,0.005780347,0,0,0.751445087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585343,951697.3575,7778.937141,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868.405208,9.811623,-2,0.02545211,0,0.031480241,0,0.004688547,0,0.045545881,0.892833222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585351,27999.14238,3108.986212,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5031.905646,612.393042,-2,0,0,0.182108626,0,0,0,0.306709265,0.511182109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5585353,785290.8489,4101.88393,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71.583169,0,-2,0.177304965,0,0,0,0,0,0.053191489,0.769503546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585354,544611.1768,3246.369068,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.677111,0,-2,0.230088496,0,0,0,0,0,0.168141593,0.601769912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585355,88162.92212,1752.350757,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,872.75906,10.989138,-2,0.076923077,0,0,0,0,0,0.923076923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585359,59853.85026,2740.276023,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213.960286,16.161388,-2,0.03880597,0,0.053731343,0,0,0,0.044776119,0.862686567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585371,95463.19574,1397.120659,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702.918039,45.714898,-2,0.056122449,0,0.117346939,0.112244898,0.147959184,0,0,0.566326531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585374,36206.21103,2588.41157,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182.386217,6.593593,-2,0.176954733,0,0.016460905,0,0,0,0.374485597,0.432098765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585376,36658.43454,803.032833,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919.979607,235.148796,0,0,0,0.210526316,0.063157895,0.073684211,0,0.568421053,0.084210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000307,0.119811035,0.000100349,0.430518863,0.007120926,0.092633797,0.027049872,0.211034155,0.111731003
5585398,10410.49774,593.936835,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2510.570684,538.120742,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5585420,15555.44015,1145.079402,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.53785,61.190844,-2,0.04,0,0,0,0,0,0.286666667,0.673333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585431,32060.31135,976.06575,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276.575575,6.718877,-2,0.05625,0,0,0,0,0,0.89375,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585435,55485.3502,1432.869469,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3154.895269,743.330338,-2,0.117073171,0,0.004878049,0,0,0,0,0.87804878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5585439,82727.29427,3775.674224,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3548.882162,508.241246,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585443,23141.39901,897.23943,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705.295064,1183.200927,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585444,44902.26941,1630.291398,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.969612,0,-3,0.541176471,0,0,0,0,0,0.141176471,0.317647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585447,55884.30027,1747.122155,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3606.830966,39.926247,-2,0.133663366,0,0,0,0,0,0,0.866336634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585455,101232.9788,2129.486274,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.66865,1.67582,-2,0.278409091,0,0.022727273,0,0,0,0.045454545,0.653409091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585457,35982.75193,1813.144896,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3637.922265,12.114224,-2,0.1,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585462,10901.18332,591.004491,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3657.192556,16.958078,-2,0.181818182,0,0,0,0,0,0,0.818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585471,28546.88676,1175.526019,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4211.705787,59.138696,-2,0,0,0.092105263,0,0,0,0,0.907894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585476,25112.13724,2332.272345,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2098.48094,10.108431,1,0.196531792,0,0.057803468,0.034682081,0.057803468,0,0,0.653179191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000707,0.040117353,0.00019668,0.580890307,0.072670702,0.092977961,0.001619882,0.026027382,0.185499732
5585477,216513.0929,3252.687534,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.70826,17.57446,2,0.059149723,0,0.090573013,0,0,0,0.024029575,0.826247689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585478,89575.44875,1621.924027,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.61357,2.74105,1,0.057034221,0,0,0,0,0,0.186311787,0.756653992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585482,113953.2277,2455.553552,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.724167,4.850427,-2,0.191616766,0,0,0,0,0,0.251497006,0.556886228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585490,15966.35377,678.742115,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4909.529265,235.427239,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585497,119033.9272,1508.08891,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2840.213262,21.464012,-2,0.035433071,0,0,0,0.027559055,0,0.236220472,0.700787402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585499,18988.7961,1087.54388,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878.812084,15.582877,-2,0.149122807,0,0,0,0,0,0,0.850877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585502,12218.00263,675.425966,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,102.145549,17.19664,-3,0.946428571,0,0,0,0,0,0.053571429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000307,0.119811035,0.000100349,0.430518863,0.007120926,0.092633797,0.027049872,0.211034155,0.111731003
5585504,138189.9111,4852.354469,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4425.026851,453.378218,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585508,15282.92061,698.345789,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5286.268605,10.057533,-2,0.092307692,0,0,0,0,0,0,0.907692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585523,374782.059,4823.044617,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.266367,31.608432,-2,0.127906977,0,0.037209302,0,0,0,0.118604651,0.71627907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585532,33051.39237,1510.234459,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5084.649398,115.630837,0,0.005649718,0,0,0,0,0,0,0.994350282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585547,19121.44569,1063.24666,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4117.572235,710.202168,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585554,82148.97251,2292.003117,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1537.469128,17.8655,-2,0.057591623,0,0.120418848,0,0,0,0,0.821989529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000707,0.040117353,0.00019668,0.580890307,0.072670702,0.092977961,0.001619882,0.026027382,0.185499732
5585560,12773.23962,510.529204,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5027.234212,626.847347,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585580,37599.83111,1434.480068,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4304.017448,418.12109,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585588,393969.1536,4255.021244,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.57206,0,-2,0.136577708,0,0.037676609,0,0.009419152,0,0.078492936,0.737833595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585589,13002.28562,530.105216,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4345.576307,161.504546,-3,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585605,27085.31295,829.27625,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4378.602744,43.339433,-2,0.063492063,0,0,0,0,0,0,0.936507937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585617,15430.54345,726.926622,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4643.730163,287.187653,2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585627,126994.3769,2142.82043,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265.906248,7.6467,-2,0.069060773,0,0.019337017,0,0.019337017,0,0,0.892265193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585635,55018.84168,1366.700103,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490.94118,9.779796,1,0.040816327,0,0.048979592,0,0,0,0,0.910204082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585639,10259.95008,674.328497,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147.83995,36.111914,-2,0.1,0,0.07,0.03,0.16,0,0,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000707,0.040117353,0.00019668,0.580890307,0.072670702,0.092977961,0.001619882,0.026027382,0.185499732
5585647,70746.23249,3218.394917,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,829.136562,0,-2,0.067510549,0,0.012658228,0,0,0,0.400843882,0.518987342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000312,0.047540675,0.000241952,0.382055632,0.011444873,0.066567635,0.017901604,0.187082036,0.287165593
5585665,10821.54596,912.719155,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4683.697373,48.130673,-2,0.054054054,0,0,0,0,0,0,0.945945946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585681,58051.62139,2897.395587,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4606.102047,13.74531,1,0.039473684,0,0,0,0,0,0,0.960526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585700,12458.2493,759.82245,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3677.298892,11.979444,1,0.148760331,0,0.123966942,0,0,0,0,0.727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585705,24897.19662,1120.713386,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4367.134377,747.281742,-2,0,0,0.052631579,0,0,0,0.140350877,0.807017544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5585722,20806.28138,935.367,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5002.531791,38.489877,-2,0.094202899,0,0,0,0,0,0,0.905797101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585742,19127.23485,802.978604,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5119.250815,159.167325,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585761,12801.84903,581.836829,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,756.42986,174.35948,-3,0,0,0.293577982,0.128440367,0.293577982,0,0.28440367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000707,0.040117353,0.00019668,0.580890307,0.072670702,0.092977961,0.001619882,0.026027382,0.185499732
5585769,35211.28175,1221.034309,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534.212275,187.415175,-2,0,0,0.010928962,0,0,0,0.234972678,0.754098361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5585790,14446.8224,602.051272,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5494.701301,534.580259,-2,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000313,0.053123804,0.001789732,0.319921769,0.041197338,0.111668593,0.0017745,0.06368703,0.406837232
5585808,14450.20215,483.233946,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868.870199,866.652026,-2,0,0,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403020219,0.061305149,0.000556389,0.215486809,0.000748248,0.001999591,0.098190989,0.392248069,0.229464758
5585822,123618.423,2134.652599,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869.135442,12.903816,-2,0.08681672,0,0.07073955,0,0,0,0,0.84244373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704000706,0.033715347,0.000105507,0.590407773,0.040528754,0.075282759,0.003525106,0.125838194,0.13059656
5585839,11243.97926,709.067095,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.620631,132.026748,-3,0.30952381,0,0,0,0,0,0,0.69047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707000310,0.047354023,1.82e-05,0.360273255,0.005401807,0.011436553,0.083551588,0.433483202,0.058481383
